ASVs,Domain,Phylum,Class,Order,Family
ASV 901,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 902,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 903,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae
ASV 904,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 905,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae
ASV 906,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 907,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Daucus carota subsp. sativus
ASV 908,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae
ASV 909,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae
ASV 910,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Daucus carota subsp. sativus
ASV 911,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 912,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae
ASV 913,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 914,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 915,Eukaryota,Opisthokonta,Holozoa,Metazoa (Animalia),Hirudinida
ASV 916,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 917,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae
ASV 918,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae
ASV 919,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae
ASV 920,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 921,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae
ASV 922,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 923,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Daucus carota subsp. sativus
ASV 924,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 925,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae
ASV 926,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae
ASV 927,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae
ASV 928,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 929,Eukaryota,Opisthokonta,Holozoa,Metazoa (Animalia),Neoptera
ASV 930,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 931,Archaea,Diapherotrites,Iainarchaeia,Iainarchaeales,uncultured prokaryote
ASV 932,Archaea,Diapherotrites,Iainarchaeia,Iainarchaeales,uncultured prokaryote
ASV 933,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae
ASV 934,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae
ASV 935,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocaceae
ASV 936,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria
ASV 937,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae
ASV 938,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae
ASV 939,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 940,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae
ASV 941,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae
ASV 942,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae
ASV 943,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 944,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 945,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae
ASV 946,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Daucus carota subsp. sativus
ASV 947,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 948,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae
ASV 949,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 950,Eukaryota,Opisthokonta,Holozoa,Metazoa (Animalia),Myxosporea
ASV 951,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 952,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 953,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
ASV 954,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae
ASV 955,Eukaryota,Opisthokonta,Holozoa,Metazoa (Animalia),Neoptera
ASV 956,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 957,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae
ASV 958,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 959,Eukaryota,Opisthokonta,Holozoa,Metazoa (Animalia),Neoptera
ASV 960,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Daucus carota subsp. sativus
ASV 961,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae
ASV 962,Eukaryota,Opisthokonta,Nucletmycea,Fungi,Amylocorticiaceae
ASV 963,Archaea,Nanoarchaeaeota,Woesearchaeia,Candidatus Pacearchaeota archaeon RBG,34
ASV 964,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae
ASV 965,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 966,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 967,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 968,Bacteria,PAUC34f,uncultured planctomycete,uncultured planctomycete,uncultured planctomycete
ASV 969,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
ASV 970,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
ASV 971,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae
ASV 972,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 973,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 974,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 975,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 976,Bacteria,Cyanobacteria,Oxyphotobacteria,Phormidesmiales,Nodosilineaceae
ASV 977,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 978,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
ASV 979,Archaea,Nanoarchaeaeota,Woesearchaeia,Candidatus Pacearchaeota archaeon RBG,34
ASV 980,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
ASV 981,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae
ASV 982,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 983,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 984,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 985,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 986,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 987,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae
ASV 988,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 989,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 990,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 991,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae
ASV 992,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 993,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 994,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae
ASV 995,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 996,Eukaryota,Opisthokonta,Holozoa,Metazoa (Animalia),Neoptera
ASV 997,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 998,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae
ASV 999,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae
ASV 1000,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae
ASV 1001,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria
ASV 1002,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1003,Bacteria,Cyanobacteria,Oxyphotobacteria,Phormidesmiales,Nodosilineaceae
ASV 1004,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae
ASV 1005,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1006,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Daucus carota subsp. sativus
ASV 1007,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1008,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1009,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1010,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae
ASV 1011,Archaea,Nanoarchaeaeota,Woesearchaeia,Candidatus Pacearchaeota archaeon RBG,34
ASV 1012,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Daucus carota subsp. sativus
ASV 1013,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Daucus carota subsp. sativus
ASV 1014,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Daucus carota subsp. sativus
ASV 1015,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae
ASV 1016,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1017,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae
ASV 1018,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae
ASV 1019,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae
ASV 1020,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Daucus carota subsp. sativus
ASV 1021,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae
ASV 1022,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1023,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1024,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae
ASV 1025,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae
ASV 1026,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1027,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae
ASV 1028,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae
ASV 1029,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1030,Bacteria,Cyanobacteria,Oxyphotobacteria,Phormidesmiales,Nodosilineaceae
ASV 1031,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Daucus carota subsp. sativus
ASV 1032,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae
ASV 1033,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Daucus carota subsp. sativus
ASV 1034,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1035,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1036,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
ASV 1037,Eukaryota,Opisthokonta,Holozoa,Metazoa (Animalia),Neoptera
ASV 1038,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae
ASV 1039,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae
ASV 1040,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Daucus carota subsp. sativus
ASV 1041,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1042,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1043,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae
ASV 1044,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Daucus carota subsp. sativus
ASV 1045,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1046,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1047,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
ASV 1048,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1049,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae
ASV 1050,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1051,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
ASV 1052,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1053,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Daucus carota subsp. sativus
ASV 1054,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae
ASV 1055,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1056,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
ASV 1057,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1058,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Daucus carota subsp. sativus
ASV 1059,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1060,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Daucus carota subsp. sativus
ASV 1061,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae
ASV 1062,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
ASV 1063,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae
ASV 1064,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1065,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Daucus carota subsp. sativus
ASV 1066,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae
ASV 1067,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae
ASV 1068,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae
ASV 1069,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1070,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae
ASV 1071,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae
ASV 1072,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Daucus carota subsp. sativus
ASV 1073,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1074,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1075,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1076,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
ASV 1077,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae
ASV 1078,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1079,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1080,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria
ASV 1081,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1082,Eukaryota,Opisthokonta,Holozoa,Metazoa (Animalia),Myxosporea
ASV 1083,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20
ASV 1084,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1085,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae
ASV 1086,Eukaryota,Opisthokonta,Holozoa,Metazoa (Animalia),Eumalacostraca
ASV 1087,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria
ASV 1088,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Daucus carota subsp. sativus
ASV 1089,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1090,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1091,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Daucus carota subsp. sativus
ASV 1092,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1093,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1094,Archaea,Diapherotrites,Iainarchaeia,Iainarchaeales,uncultured prokaryote
ASV 1095,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1096,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae
ASV 1097,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1098,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1099,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae
ASV 1100,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1101,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Daucus carota subsp. sativus
ASV 1102,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1103,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Daucus carota subsp. sativus
ASV 1104,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1105,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1106,Archaea,Nanoarchaeaeota,Woesearchaeia,Candidatus Pacearchaeota archaeon RBG,34
ASV 1107,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1108,Archaea,Nanoarchaeaeota,Woesearchaeia,Candidatus Pacearchaeota archaeon RBG,34
ASV 1109,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae
ASV 1110,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae
ASV 1111,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae
ASV 1112,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae
ASV 1113,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae
ASV 1114,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1115,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1116,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1117,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1118,Bacteria,Patescibacteria,WWE3,Candidatus Berkelbacteria bacterium RIFCSPHIGHO2,50
ASV 1119,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae
ASV 1120,Eukaryota,Excavata,Discoba,Discicristata,Trypanosomatida
ASV 1121,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1122,Archaea,Diapherotrites,Iainarchaeia,Iainarchaeales,uncultured prokaryote
ASV 1123,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae
ASV 1124,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1125,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria
ASV 1126,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Daucus carota subsp. sativus
ASV 1127,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae
ASV 1128,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae
ASV 1129,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1130,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1131,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Daucus carota subsp. sativus
ASV 1132,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria
ASV 1133,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria
ASV 1134,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae
ASV 1135,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1136,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae
ASV 1137,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1138,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria
ASV 1139,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1140,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1141,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
ASV 1142,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
ASV 1143,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1144,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
ASV 1145,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1146,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae
ASV 1147,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1148,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1149,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1150,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae
ASV 1151,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae
ASV 1152,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae
ASV 1153,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1154,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae
ASV 1155,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae
ASV 1156,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1157,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1158,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1159,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1160,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
ASV 1161,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae
ASV 1162,Eukaryota,Opisthokonta,Holozoa,Metazoa (Animalia),Myxosporea
ASV 1163,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae
ASV 1164,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1165,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1166,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1167,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae
ASV 1168,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
ASV 1169,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae
ASV 1170,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Daucus carota subsp. sativus
ASV 1171,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae
